base_key,language,correct_answer,predicted_answer,is_correct,full_response,has_json,generation_time,model_type
exam_2015_12_17-27,danish,1,1,True,"Da afstanden fra centrum er R = √(X^2 + Y^2) med X og Y uafhængige standardnormaler, er R^2 = X^2 + Y^2 ~ χ^2(2). Dermed er R ~ Rayleigh(1), og for R ≤ r gælder P(R ≤ r) = 1 − e^(−r^2/2). For r = 1 fås 1 − e^(−1/2) ≈ 0,3935.

{""answer"": 1}",True,6.667030334472656,finetuned
exam_2015_12_17-28,english,2,2,True,"Given X ~ N(4, 25) and Y ~ N(25, 4) with Cov(X, Y) = 6, the conditional distribution of X given Y = y is:
X | Y = y ~ N(μ + ρ (y − μ_Y) σ_X/σ_Y, σ_X^2 (1 − ρ^2)).

Here:
- μ_X = 4, σ_X = 5
- μ_Y = 25, σ_Y = 2
- ρ = Cov(X, Y) / (σ_X σ_Y) = 6 / (5·2) = 3/5

For y = 27:
- Mean: 4 + (3/5)·(27 − 25)·(5/2) = 4 + (3/5)·2·(5/2) = 4 + 3 = 7
- Variance: 25·(1 − (3/5)^2) = 25·(16/25) = 16

Thus, P(X ≤ 4 | Y = 27) = Φ((4 − 7)/4) = Φ(−3/4).

{""answer"": 2}",True,14.754201650619507,finetuned
exam_2015_12_17-28,danish,2,2,True,"Vi har X|Y=y ~ N(μ, σ^2) med
- μ = E[X|Y=y] = μ_X + (Cov(X,Y)/σ_Y^2)(y − μ_Y) = 4 + (6/4)(27 − 25) = 4 + 3 = 7
- σ^2 = Var(X|Y=y) = σ_X^2 − (Cov(X,Y))^2/σ_Y^2 = 25 − 36/4 = 25 − 9 = 16

Dermed er P(X ≤ 4 | Y = 27) = Φ((4 − 7)/4) = Φ(−3/4).

{""answer"": 2}",True,8.741129159927368,finetuned
exam_2015_12_17-30,english,4,2,False,"We want the second 6 to occur exactly on the sixth roll. This means:
- Exactly one 6 in the first five rolls.
- A 6 on the sixth roll.

Number of ways to choose 1 success in 5 trials: C(5,1).
Probability of one 6 and four non-6s in the first five: C(5,1) (1/6) (5/6)^4.
Multiply by the probability of a 6 on the sixth roll: (1/6).

Total probability: C(5,1) (1/6)^2 (5/6)^4 = C(5,1) 5^4 / 6^6.

{""answer"": 2}",True,8.110222816467285,finetuned
exam_2015_12_17-30,danish,4,4,True,"Vi ønsker sandsynligheden for, at den første 6 kommer på det sjette kast. Det kræver, at de første fem kast ikke er 6, og det sjette er 6. Der er 5 muligheder for ikke-6 på hvert af de første fem kast, og 1 for 6 på det sjette. Dermed:
P = (5/6)^5 · (1/6) = 5^5 / 6^6.

{""answer"": 4}",True,6.053261756896973,finetuned
exam_2016_05_30-6,english,2,2,True,"Let M = mutation, T+ = test positive.
- P(M) = 1/4, P(T+|M) = 1.
- P(T+|¬M) = 1/4, so P(¬M) = 3/4.

By Bayes’ theorem:
P(M|T+) = P(T+|M)P(M) / P(T+)
= (1·1/4) / [(1·1/4) + (1/4·3/4)]
= (1/4) / (1/4 + 3/16)
= (1/4) / (7/16)
= 4/7.

{""answer"": 2}",True,8.150114297866821,finetuned
exam_2016_05_30-6,danish,2,2,True,"Vi bruger Bayes’ sætning. Lad M være “har mutation” og T være “test positiv”. Vi har:
- P(M) = 1/4
- P(T | M) = 1
- P(T | ¬M) = 1/4

Dermed:
P(M | T) = [P(T | M) P(M)] / [P(T | M) P(M) + P(T | ¬M) P(¬M)]
= (1·1/4) / (1·1/4 + 1/4·3/4)
= (1/4) / (1/4 + 3/16)
= (1/4) / (7/16)
= 4/7

{""answer"": 2}",True,9.019661664962769,finetuned
exam_2016_05_30-7,english,5,5,True,"We have (X, Y) ~ N(0, I) with Cov(X, Y) = ρ = 1/2. Let U = X + Y and V = X − 2Y. Then (U, V) is bivariate normal with mean 0 and covariance matrix:
- Var(U) = 1 + 1 + 2ρ = 3
- Var(V) = 1 + 4 − 4ρ = 2
- Cov(U, V) = 1 − 2ρ = 0

Thus U and V are independent standard normals (after scaling). The event {U ≥ 0, V ≥ 0} corresponds to the first quadrant, with probability 1/4. Therefore, P(X + Y ≥ 0, X ≥ 2Y) = 1/4.

{""answer"": 5}",True,9.585572242736816,finetuned
exam_2016_05_30-7,danish,5,6,False,"Vi har (X, Y) ~ N(0, I) med ρ = 1/2. Vi transformerer til uafhængige standardnormaler: U = X + Y, V = X − 2Y. Da U og V er lineære kombinationer af uafhængige normals, er de også normalfordelte. Korrelationen mellem U og V er Cov(U, V) = Var(X) − 2 Var(Y) = 1 − 2 = −1, og standardafvigelserne er σ_U = √(1 + 1 + 2·1/2) = √3 og σ_V = √(1 + 4 − 2·1) = √3. Dermed er korrelationen ρ = −1/3.

Dermed er P(U ≥ 0, V ≥ 0) = 1/4 + (1/(2π)) arcsin(ρ) = 1/4 + (1/(2π)) arcsin(−1/3) = 1/4 − (1/(2π)) arcsin(1/3",True,15.098951816558838,finetuned
exam_2016_05_30-8,english,2,2,True,"We want the probability that the club does not win in the first 10 years. Since each year is independent with a 1/20 chance of winning, the probability of not winning in one year is 19/20. Thus, the probability of not winning for 10 consecutive years is (19/20)^10.

{""answer"": 2}",True,4.30330753326416,finetuned
exam_2016_05_30-8,danish,2,2,True,"Vi ønsker sandsynligheden for, at klubben ikke vinder i de første 10 år. Hver år er sandsynligheden for ikke at vinde 19/20, og de er uafhængige. Derfor er
P(må vente mere end 10 år) = (19/20)^10.

{""answer"": 2}",True,4.662330865859985,finetuned
exam_2016_05_30-11,english,5,5,True,"Since the position (X, Y) is bivariate standard normal with independent components, the squared distance from the origin is R^2 = X^2 + Y^2 ~ χ^2(2). The probability that R > 2 is P(R^2 > 4) = 1 - F_{χ^2(2)}(4) = 1 - (1 - e^{-2}) = e^{-2}.

{""answer"": 5}",True,5.183486223220825,finetuned
exam_2016_05_30-11,danish,5,5,True,"Da koordinaterne er uafhængige standardnormaler, er afstanden R = √(X^2 + Y^2) Rayleigh-fordelt med parameter σ = 1. For Rayleigh-fordelingen gælder P(R > r) = e^{-r^2/2}. For r = 2 fås P(R > 2) = e^{-2}.

{""answer"": 5}",True,4.990856170654297,finetuned
exam_2016_05_30-30,english,5,5,True,"Since X and Y are independent, E[Z] = E[2X+3] E[Y−1]. For X ~ Poisson(2), E[X] = 2, so E[2X+3] = 2·2 + 3 = 7. For Y ~ Geometric(p=1/5), E[Y] = 1/p = 5, so E[Y−1] = 5 − 1 = 4. Thus E[Z] = 7 · 4 = 28.

{""answer"": 5}",True,6.2923500537872314,finetuned
exam_2016_05_30-30,danish,5,5,True,"Da X og Y er uafhængige, fås E[Z] = E[2X+3]·E[Y−1]. For X ~ Poisson(2) er E[X] = 2, så E[2X+3] = 2·2 + 3 = 7. For Y ~ Geo(1/5) med succes på første forsøg er E[Y] = 1/p = 5, så E[Y−1] = 4. Dermed E[Z] = 7·4 = 28.

{""answer"": 5}",True,6.699933052062988,finetuned
exam_2016_08_18-2,english,1,1,True,"We are given the CDF F(x) = 1 − exp(−[(log(x/α))/β]^2) for x > α. To find the 75th percentile, solve F(x) = 0.75:
1 − exp(−[(log(x/α))/β]^2) = 0.75
⇒ exp(−[(log(x/α))/β]^2) = 0.25
⇒ −[(log(x/α))/β]^2 = log(0.25) = −log(4)
⇒ [(log(x/α))/β]^2 = log(4)
⇒ log(x/α) = β√log(4)
⇒ x = α exp(β√log(4)).

Thus, the correct answer is option 1.

{""answer"": 1}",True,9.351915121078491,finetuned
exam_2016_08_18-2,danish,1,1,True,"Vi søger x således at F(x) = 0.75. Fra F(x) = 1 − exp(−[(ln(x/α))/β]^2) fås:
exp(−[(ln(x/α))/β]^2) = 0.25
⇒ [(ln(x/α))/β]^2 = ln(4)
⇒ ln(x/α) = β√ln(4)
⇒ x = α exp(β√ln(4)).

Dette matcher valgmulighed 1.

{""answer"": 1}",True,6.352777719497681,finetuned
exam_2016_08_18-4,english,3,3,True,"For X ~ Exp(λ), the moment generating function is M(t) = E[e^{tX}] = λ/(λ - t) for t < λ. Setting t = 1 gives E[e^X] = λ/(λ - 1), which is finite only for λ > 1.

{""answer"": 3}",True,3.721269369125366,finetuned
exam_2016_08_18-4,danish,3,3,True,"For X ~ Exp(λ), E[e^X] = ∫_0^∞ e^x λ e^{-λx} dx = λ ∫_0^∞ e^{-(λ-1)x} dx. Dette konvergerer kun hvis λ > 1, og da er E[e^X] = λ / (λ - 1).

{""answer"": 3}",True,4.4672229290008545,finetuned
exam_2016_08_18-10,english,2,1,False,"We have f(x, y) = 2 for 0 < y < x < 1. Let S = X + Y.

- E[S] = E[X] + E[Y].
  - E[X] = ∫0^1 x·2x dx = 2/3.
  - E[Y] = ∫0^1 ∫0^x y·2 dy dx = 1/3.
  - So E[S] = 2/3 + 1/3 = 1.

- Var(S) = Var(X) + Var(Y) + 2Cov(X, Y).
  - Var(X) = E[X^2] − (E[X])^2 = ∫0^1 x^2·2x dx − (2/3)^2 = 1/2 − 4/9 = 1/18.
  - Var(Y) = E[Y^2] − (E[Y])^2 = ∫0^1 ∫0^x y^2·2 dy dx − (1/3)^2 = 1/12 − 1/9 = 1/36.
  - Cov(X, Y) = E[XY] − E[X]E[Y] = ∫0^1 ∫0^x xy·2 dy dx − (2/3)(1/3) = 1/6 − 2/9 = 1/18.
  - Thus Var(S) = 1/18 + 1/36 ",True,18.37321376800537,finetuned
exam_2016_08_18-10,danish,2,1,False,"Vi har f(x,y) = 2 for 0 < y < x < 1. Dermed er X marginalt U(0,1) og Y|X=x ~ U(0,x). Dermed er E[X] = 1/2, E[Y] = E[E[Y|X]] = E[X/2] = 1/4, og E[X+Y] = 3/4.

For variansen:
- Var(X) = 1/12.
- Var(Y) = E[Var(Y|X)] + Var(E[Y|X]) = E[X^2/12] + Var(X/2) = (1/12)(1/3) + (1/4)(1/12) = 1/18.
- Cov(X,Y) = E[XY] − E[X]E[Y] = E[X·(X/2)] − (1/2)(1/4) = (1/2)(1/3) − 1/8 = 1/24.

Dermed:
Var(X+Y) = Var(X) + Var(Y) + 2Cov(X,Y) = 1/12 + 1/18 + 2·1/24 = 1/3.

{""answer"": 1}",True,14.965452909469604,finetuned
exam_2016_08_18-12,english,2,2,True,"The Poisson distribution models the number of events occurring in a fixed interval of time (or space) given a known average rate and independence between events. This matches the scenario of counting monthly unintended incidents with a known average rate (4.5 per month).

{""answer"": 2}",True,3.076594114303589,finetuned
exam_2016_08_18-12,danish,2,2,True,"Antallet af utilsigtede hændelser i en tidsperiode (her måned) med en kendt gennemsnitsrate og uafhængige, sjældne hændelser er klassisk modelleret ved en Poissonfordeling. Binomial og normal er for kontinuerlige eller proportioner, hypergeometrisk for uden tilbage-lægning, eksponential for tider mellem hændelser, og “ved ikke” er ikke relevant her.

{""answer"": 2}",True,6.1903462409973145,finetuned
exam_2016_08_18-16,english,4,4,True,"To find the density of Z = X + Y, we use convolution:
f_{X+Y}(z) = ∫ f_X(z − y) f_Y(y) dy.

- X ~ Exp(λ) with f_X(x) = λ e^{−λx} for x ≥ 0.
- Y ~ Uniform[0, a] with f_Y(y) = 1/a for 0 ≤ y ≤ a.

For z ≥ 0:
- If 0 ≤ z ≤ a, the support of y is [0, z], so
  f_{X+Y}(z) = ∫_0^z λ e^{−λ(z−y)} (1/a) dy = (1/a)(1 − e^{−λz}).

- If z ≥ a, the support of y is [z − a, a], so
  f_{X+Y}(z) = ∫_{z−a}^a λ e^{−λ(z−y)} (1/a) dy = (1/a)(e^{−λ(z−a)} − e^{−λz}) = (1/a)(e^{λa} − 1) e^{−λz}.

Thus, the correct density",True,14.605923414230347,finetuned
exam_2016_08_18-16,danish,4,4,True,"Vi har X ~ Exp(λ) (med tæthed f_X(x) = λ e^{-λx} for x ≥ 0) og Y ~ Uniform[0,a] (med tæthed f_Y(y) = 1/a for 0 ≤ y ≤ a). Da X og Y er uafhængige, fås for Z = X + Y:
- For 0 ≤ z < a: f_{X+Y}(z) = ∫_0^z f_X(z−y) f_Y(y) dy = (1/a) ∫_0^z λ e^{-λ(z−y)} dy = (1/a)(1 − e^{-λz}).
- For z ≥ a: f_{X+Y}(z) = ∫_{z−a}^a f_X(z−y) f_Y(y) dy = (1/a) e^{-λ(z−a)}.

Dette matcher valgmulighed 4.

{""answer"": 4}",True,11.303367853164673,finetuned
exam_2016_08_18-24,english,4,4,True,"Let n be the number of guests, with E[n] = 80·0.20 + 120·0.50 + 160·0.30 = 124. Given that the number of shot glasses is Binomial with parameters n²/40 and 0.25, the expected number is 0.25·(n²/40) = n²/160. Thus, E[shot glasses] = E[n²]/160.

Compute E[n²]:
- Var(n) = (80−124)²·0.20 + (120−124)²·0.50 + (160−124)²·0.30 = 1044
- E[n²] = Var(n) + (E[n])² = 1044 + 124² = 16,132

Therefore, E[shot glasses] = 16,132 / 160 ≈ 100.825, which rounds to 101.

{""answer"": 4}",True,13.567439794540405,finetuned
exam_2016_08_18-24,danish,4,4,True,"Vi bruger loven om total forventning. Forventet antal gæster er E[n] = 80·0,20 + 120·0,50 + 160·0,30 = 124. Forventet antal glas er E[glas] = E[E[glas | n]] = E[n²/40 · 0,25] = 0,25/40 · E[n²].

Beregn E[n²] = Var(n) + (E[n])². For n er E[n] = 124, og Var(n) = (80−124)²·0,20 + (120−124)²·0,50 + (160−124)²·0,30 = 1684. Dermed E[n²] = 1684 + 124² = 1684 + 15376 = 17060.

Så E[glas] = 0,25/40 · 17060 = 106,625 ≈ 107. Den nærmeste valgmulighed er 101.

{""answer"": 4}",True,15.716686725616455,finetuned
exam_2016_12_19-3,english,5,6,False,"Each shot is at (X, Y) with X, Y ~ N(0,1) independent. The distance from the center is R = sqrt(X^2 + Y^2), which has Rayleigh distribution with parameter σ=1. The probability of hitting a target of radius 2 cm is P(R ≤ 2) = 1 − e^(−2^2/2) = 1 − e^(−2). For 5 independent shots, the probability is (1 − e^(−2))^5.

{""answer"": 6}",True,6.2256855964660645,finetuned
exam_2016_12_19-3,danish,5,6,False,"Vi modellerer hvert skud som en uafhængig normalfordelt (X, Y) med middelværdi (0, 0) og varians 1 cm² i hver koordinat. Skuddet rammer en skydeskive med radius 2 cm, hvis X² + Y² ≤ 4. Sandsynligheden for at ramme en enkelt skive er derfor
P = P(X² + Y² ≤ 4) = 1 − e^(−2),
da for en standardnormalfordelt (X, Y) gælder P(r² ≤ 4) = 1 − e^(−r²/2) med r = 2.

Da skuddene er uafhængige, er sandsynligheden for at ramme alle 5 skiver
(1 − e^(−2))⁵.

{""answer"": 6}",True,10.692089319229126,finetuned
exam_2016_12_19-10,english,2,2,True,"Let F be freezing, D be death. We are given:
- P(F) = 0.1, P(D|F) = 0.5, P(D|¬F) = 0.01.

By total probability:
P(D) = P(D|F)P(F) + P(D|¬F)P(¬F) = 0.5·0.1 + 0.01·0.9 = 0.05 + 0.009 = 0.059 = 59/1000.

{""answer"": 2}",True,6.975503206253052,finetuned
exam_2016_12_19-10,danish,2,2,True,"Vi bruger total sandsynlighed:
- P(frost) = 0.1, P(dør | frost) = 0.5
- P(ingen frost) = 0.9, P(dør | ingen frost) = 0.01

P(dør) = 0.1·0.5 + 0.9·0.01 = 0.05 + 0.009 = 0.059 = 59/1000.

{""answer"": 2}",True,6.338604211807251,finetuned
exam_2016_12_19-18,english,4,4,True,"We use the law of total covariance:
Cov(X, Y) = E[Cov(Y | X, X)] + Cov(E[Y | X], X).

- Given X = x, Y | X = x ~ Binomial(x, p), so Cov(Y | X = x, X) = 0.
- E[Y | X = x] = px, so Cov(E[Y | X], X) = Cov(pX, X) = p Var(X) = pλ.

Thus, Cov(X, Y) = pλ.

{""answer"": 4}",True,6.336198329925537,finetuned
exam_2016_12_19-18,danish,4,4,True,"Vi bruger den totale kovarians: Cov(X,Y) = E[Cov(Y|X,X)] + Cov(E[Y|X],X). For Y|X=x ~ Bin(x,p) er Cov(Y|X=x) = x p (1-p), så E[Cov(Y|X,X)] = E[X p (1-p)] = p (1-p) E[X] = p (1-p) λ. Videre er E[Y|X] = p X, så Cov(E[Y|X],X) = Cov(p X, X) = p Var(X) = p λ. Dermed er Cov(X,Y) = p (1-p) λ + p λ = p λ.

{""answer"": 4}",True,8.248871088027954,finetuned
exam_2016_12_19-19,english,5,5,True,"In a Poisson process with rate λ = 6 per day (i.e., 0.25 per hour), the time until the next event is exponential with mean 1/λ = 4 hours. The memoryless property implies that the probability of waiting at least 4 more hours is the same as waiting at least 4 hours from any starting point. Thus:
P(T ≥ 4) = e^{-λ·4} = e^{-6·(4/24)} = e^{-1}.

{""answer"": 5}",True,6.042771339416504,finetuned
exam_2016_12_19-19,danish,5,5,True,"I en Poissonproces er tiden mellem hændelser eksponentialfordelt med middelværdi 1/λ. Her er λ = 6 per døgn, så middelværdien er 24/6 = 4 timer. Dermed er tiden T til næste alarm eksponentialfordelt med parameter λ = 1/4.

Ved t = 12 timer er der allerede gået 12 timer uden alarm, og på grund af “lange hukommelse” i eksponentialfordelingen gælder:
P(T > 12 + 4 | T > 12) = P(T > 4) = e^{-λ·4} = e^{-1}.

{""answer"": 5}",True,9.001899003982544,finetuned
exam_2016_12_19-25,english,3,4,False,"The region is a triangle with vertices at (0,0), (1,0), and (-1,0). For a fixed y, the x-values range from -(1−y) to 1−y. The length of this interval is 2(1−y), and the density is uniform over it. Thus, f_{X|Y}(x|y) = 1/(2(1−y)) for x ∈ [−(1−y), 1−y], and 0 otherwise.

{""answer"": 4}",True,6.144265174865723,finetuned
exam_2016_12_19-25,danish,3,4,False,"Vi har et punkt (X, Y) uniformt i trekanten T = {(x, y) | 0 ≤ y ≤ 1 − |x|}. For en given y ∈ [0, 1] er x-båndet [- (1 − y), 1 − y], så bredden er 2(1 − y). Den betingede tæthed er derfor uniform på dette interval:
f_{X|Y}(x | y) = 1 / (2(1 − y)) for x ∈ [−(1 − y), 1 − y], 0 ellers.

Dette matcher valgmulighed 4.

{""answer"": 4}",True,7.863703727722168,finetuned
exam_2016_12_19-26,english,4,4,True,"To find the distribution function F(x) for x ∈ [0,1], integrate the density f(x) from 0 to x:
F(x) = ∫₀^x 4t(1−t²) dt = 2x² − x⁴.
This can be rewritten as −x²(x² − 2), which matches option 4.

{""answer"": 4}",True,4.471911907196045,finetuned
exam_2016_12_19-26,danish,4,4,True,"Fordelingsfunktionen F(x) = ∫_0^x f(t) dt = ∫_0^x 4t(1-t^2) dt = 2x^2 - (2/3)x^3. Dette kan omskrives som -x^2(x^2 - 2), hvilket matcher valgmulighed 4.

{""answer"": 4}",True,4.836926221847534,finetuned
exam_2016_12_19-29,english,3,3,True,"Since Z is independent of X and takes values 0 and 1 with equal probability, Y = ±X with equal chance. Thus, E[XY] = E[X^2] E[XY | Z] = E[X^2] E[X^2] = 1, and E[X] = E[Y] = 0. Therefore, Cov(X, Y) = E[XY] = 1 ≠ 0, so they are not uncorrelated. Also, Y = ±X with equal probability, so they are dependent. Hence, the correct answer is:

{""answer"": 3}",True,6.745186805725098,finetuned
exam_2016_12_19-29,danish,3,3,True,"Da Z er uafhængig af X og P(Z=0)=P(Z=1)=1/2, er Y = ±X med lige sandsynlighed. Derfor er E[Y] = 0 og Cov(X,Y) = E[XY] = E[X·(±X)] = E[±X^2] = 0. Så X og Y er ukorrelerede. Men de er afhængige, fordi Y er en funktion af X. Derfor er det korrekt at sige, at de er ukorrelerede, men afhængige.

{""answer"": 3}",True,7.448899745941162,finetuned
exam_2017_12_20-6,english,2,2,True,"Let D be the die roll (1–6, each with probability 1/6), and X be the number of heads in D tosses of a fair coin. Then:
P(X = 2) = E[P(X = 2 | D)] = (1/6) Σ_{i=2}^6 C(i,2) 2^{-i}.
This matches option 2.

{""answer"": 2}",True,4.813219785690308,finetuned
exam_2017_12_20-6,danish,2,2,True,"Vi har en terning med 6 sider og en mønt. Lad N være antallet af øjne på terningen (N = 1, 2, ..., 6 med P(N = n) = 1/6). Givet N = n, kastes mønten n gange uafhængigt, og X ~ Binomial(n, 1/2). Derfor:
P(X = 2) = Σ_{n=2}^6 P(N = n) P(X = 2 | N = n) = (1/6) Σ_{n=2}^6 C(n, 2) 2^{-n},
som matcher valgmulighed 2.

{""answer"": 2}",True,8.405141830444336,finetuned
exam_2017_12_20-7,english,4,4,True,"For fixed x, f(x, y) = k_x is constant in y, so f(x, y) must be independent of y. Thus f(x, y) = g(x) for all x, y. Then for fixed y, f(x, y) = g(x) = ax + b. Also 2f(0, y) = f(2, y) ⇒ 2g(0) = g(2). With g(x) = ax + b, this gives 2b = 2a + b ⇒ a = b. Hence g(x) = ax + a = a(x + 1). Normalizing over x ∈ [0, 2], y ∈ [0, 1], the total integral is ∫0^2 ∫0^1 a(x+1) dy dx = a ∫0^2 (x+1) dx = a(2 + 1) = 3a. For a density, 3a = 1 ⇒ a = 1/3. Thus f(x, y) = (1/3)(x + 1).

{""answer"": 4}",True,12.691715955734253,finetuned
exam_2017_12_20-7,danish,4,5,False,"For fast x er f(x, y) = k_x, så marginalen for y er f_Y(y) = ∫_0^2 k_x dx = 2k_x. For fast y er f(x, y) = ax + b, så marginalen for x er f_X(x) = ∫_0^1 (ax + b) dy = ax + b. Derfor må 2k_x = ax + b ⇒ k_x = (ax + b)/2. Dermed f(x, y) = (ax + b)/2.

Ved y=0: f(x,0) = ax + b = k_x = (ax + b)/2 ⇒ a = b = 0, hvilket er uenstemmigt med a, b > 0. Derfor er der ikke tilstrækkelig information til at bestemme f(x, y).

{""answer"": 5}",True,10.44381833076477,finetuned
exam_2017_12_20-14,english,2,2,True,"Since X ~ Binomial(n=3, p=2/3), the possible values are 0, 1, 2, 3 with probabilities:
- P(X=0) = (1/3)^3 = 1/27
- P(X=1) = 3*(2/3)*(1/3)^2 = 6/27
- P(X=2) = 3*(2/3)^2*(1/3) = 12/27
- P(X=3) = (2/3)^3 = 8/27

Compute E[1/(X^2+1)]:
- For X=0: 1/(0+1) = 1
- For X=1: 1/(1+1) = 1/2
- For X=2: 1/(4+1) = 1/5
- For X=3: 1/(9+1) = 1/10

E[1/(X^2+1)] = (1/27)(1) + (6/27)(1/2) + (12/27)(1/5) + (8/27)(1/10)
= (1 + 3 + 12/5 + 4/5) / 27
= (1 + 3 + 16/5) / 27
= (4 + 16/5) / 27
= (36/5) / 27
= 4/15

{""answer"":",True,18.486724615097046,finetuned
exam_2017_12_20-14,danish,2,2,True,"X ~ Binomial(n=3, p=2/3). X kan antage værdierne 0, 1, 2, 3 med sandsynlighederne:
- P(X=0) = (1/3)^3 = 1/27
- P(X=1) = 3·(2/3)·(1/3)^2 = 6/27
- P(X=2) = 3·(2/3)^2·(1/3) = 12/27
- P(X=3) = (2/3)^3 = 8/27

Dermed:
E[1/(X^2+1)] = Σ_{k=0}^3 [1/(k^2+1)]·P(X=k)
= (1/27)[1/1 + 6/2 + 12/5 + 8/10]
= (1/27)[1 + 3 + 2.4 + 0.8]
= (1/27)·7.2 = 7.2/27 = 24/90 = 4/15.

{""answer"": 2}",True,14.096721410751343,finetuned
exam_2017_12_20-17,english,1,2,False,"Each egg independently becomes male with probability p = 3/5. With n = 10,000, the number of males is Binomial(n, p). For large n, we approximate with a normal distribution:
- Mean μ = np = 6000
- Variance σ² = np(1−p) = 10,000·(3/5)·(2/5) = 2400
- Standard deviation σ = √2400

We want P(X ≥ 5800). Using continuity correction, this is approximately:
P(X ≥ 5799.5) ≈ 1 − Φ((5799.5 − 6000)/√2400) = 1 − Φ(−200.5/√2400)

This matches option 2.

{""answer"": 2}",True,10.606634616851807,finetuned
exam_2017_12_20-17,danish,1,2,False,"Vi har n = 10.000 Bernoulli-eksperimenter med p = 3/5. Antallet af hankøn blandt de udklækkede æg er derfor X ~ Binomial(n, p). For store n kan vi approksimere med en normalfordeling: X ≈ N(np, np(1−p)) = N(6000, 1200).

Vi søger P(X ≥ 5800). Med kontinuitetskorrektion bliver dette:
P(X ≥ 5800) ≈ P(N ≥ 5799.5) = 1 − Φ((5799.5 − 6000)/√1200) = 1 − Φ(−199.5/√1200).

Dette matcher valgmulighed 2.

{""answer"": 2}",True,10.9376802444458,finetuned
exam_2017_12_20-21,english,5,6,False,"Each block height X_i ~ Uniform[0.98, 1.02], so mean μ = 1.00 and variance σ² = (1.02 − 0.98)²/12 = 0.0004. For n = 100 blocks, the total height S = ΣX_i has mean 100 and variance 100·0.0004 = 0.04, so standard deviation σ = 0.2. By CLT, S ≈ N(100, 0.04). We want P(S > 100.4) = 1 − Φ((100.4 − 100)/0.2) = 1 − Φ(2). Since Φ(2) ≈ 0.9772, the probability is about 0.0228.

None of the options match 1 − Φ(2). The closest is option 4, which is 1 − Φ(√12/0.04) = 1 − Φ(5√3) ≈ 1 − 1 = 0, which is not clos",True,14.843019485473633,finetuned
exam_2017_12_20-21,danish,5,4,False,"Højden af én klods er X ~ Uniform(0.98, 1.02), så E[X] = 1.00 og Var(X) = (1.02−0.98)^2/12 = 0.0004/3. For 100 uafhængige klodser er S = X1 + ... + X100, så E[S] = 100 og Var(S) = 100·0.0004/3 = 0.04/3. Med CLT: (S − 100)/sqrt(0.04/3) ≈ N(0,1). Vi vil have P(S > 100.4) = P((S − 100)/sqrt(0.04/3) > 0.4 / sqrt(0.04/3)) = 1 − Φ(0.4 / sqrt(0.04/3)) = 1 − Φ(√12/0.04).

{""answer"": 4}",True,13.095558881759644,finetuned
exam_2017_12_20-24,english,4,4,True,"We have Z = XY with X ~ Exp(λ) and Y ~ Uniform[0,1] independent. The joint density is f(x, y) = λ e^{-λx} · 1 for x ≥ 0, 0 ≤ y ≤ 1. For z ≥ 0,
F_Z(z) = P(XY ≤ z) = ∫_{x=0}^∞ ∫_{y=0}^{min(1, z/x)} f(x, y) dy dx
= ∫_{x=0}^z ∫_{y=0}^1 λ e^{-λx} dy dx + ∫_{x=z}^∞ ∫_{y=0}^{z/x} λ e^{-λx} dy dx
= ∫_{0}^{z} λ e^{-λx} dx + ∫_{z}^∞ λ e^{-λx} (z/x) dx
= 1 − e^{-λz} + z ∫_{z}^∞ (λ/x) e^{-λx} dx.

This matches the form of option 4:
∫_{0}^{z} ∫_{0}^∞ (1/x) f(x, u/x) dx du
with u = z and f(x, y) = λ e^{-λx} ·",True,15.366133451461792,finetuned
exam_2017_12_20-24,danish,4,1,False,"Vi har Z = XY. For u ≥ 0 er
F_Z(u) = P(XY ≤ u) = ∫_{x=0}^∞ P(Y ≤ u/x | X=x) f_X(x) dx
= ∫_{x=0}^∞ min(1, u/x) λ e^{-λx} dx
= ∫_{x=0}^u 1 · λ e^{-λx} dx + ∫_{x=u}^∞ (u/x) · λ e^{-λx} dx
= 1 - e^{-λu} + u ∫_{x=u}^∞ (λ/x) e^{-λx} dx.

Dermed er den korrekte form
F_Z(u) = ∫_{u=0}^z ∫_{x=0}^∞ x λ e^{-λx} · 1_{[0,1]}(u/x) dx du
= ∫_{u=0}^z ∫_{x=u}^∞ x λ e^{-λx} dx du.

Dette matcher valgmulighed 1.

{""answer"": 1}",True,13.05006718635559,finetuned
exam_2018_12_19-3,english,4,4,True,"Let X and Y be independent standard normal variables. The distance to the target is R = √(X² + Y²). The mean E[R] is known for the Rayleigh distribution with σ = 1: E[R] = √(π/2). Thus, the correct answer is option 4.

{""answer"": 4}",True,3.8747174739837646,finetuned
exam_2018_12_19-3,danish,4,4,True,"Afstanden R til målpunktet er Rayleigh-fordelt med parameter σ=1 (da koordinaterne er uafhængige standardnormaler). For Rayleigh-fordelingen gælder E[R] = σ√(π/2). Med σ=1 fås E[R] = √(π/2).

{""answer"": 4}",True,4.293810129165649,finetuned
